condition,molecule,mean,sem
0_1,IturinA,0.42866786238792987,0.18342433248361184
0_1,SurfactinB,1.0152005541653042,0.34321127026651643
0_1,SurfactinC,1.0045783350167479,0.29397819215046594
0_1,SurfactinD,0.47905990647232805,0.19861415244654906
0_2,IturinA,1.99058291608676,0.1484154957018883
0_2,SurfactinB,2.2300280238680696,0.19859902539325913
0_2,SurfactinC,2.6299983439957457,0.21620156264958224
0_2,SurfactinD,1.8599993510231652,0.12417869404149467
0_3,IturinA,0.1054432675461786,0.06037917960653576
0_3,SurfactinB,0.14124484233836299,0.05832683505178705
0_3,SurfactinC,0.2596904702829203,0.09933829990541977
0_3,SurfactinD,0.1220542345468491,0.06082874796310431
0_4,IturinA,1.1663302781469038,0.2813214563447213
0_4,SurfactinB,1.2698645910666573,0.2797971491643492
0_4,SurfactinC,1.5863203689015537,0.32203715329224486
0_4,SurfactinD,1.3612268504188396,0.301240529333675
0_5,IturinA,1.5760329676898448,0.17943776785927124
0_5,SurfactinB,1.4466479894019901,0.29851659662595703
0_5,SurfactinC,1.648880237695634,0.32224819524693027
0_5,SurfactinD,1.8799973304541489,0.19657764896771357
0_6,IturinA,0.47738231833683553,0.06055077389759332
0_6,SurfactinB,0.3934686600399185,0.057892921682681515
0_6,SurfactinC,0.6304436088079242,0.07318690627870934
0_6,SurfactinD,0.6311322142379648,0.06985795955629542
0_7,IturinA,1.3403224167871182,0.14420621344896892
0_7,SurfactinB,1.084865915015733,0.14806343968431587
0_7,SurfactinC,1.3241364539835887,0.13490446288539565
0_7,SurfactinD,1.2680539813059655,0.30524257315476344
